lalvoterid,transaction_id,contribution_date,amount,memo_text_description
LALDC174910625,SA11AI_198385892,2020-01-06,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174910625,SA11AI_203539792,2020-01-29,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174910625,SA11AI_269045252,2020-07-24,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174941952,SA11AI_212996700,2020-02-25,2.7000000000000002,Earmarked for BERNIE 2020 (C00696948)
LALDC175062957,SA11AI_326574803,2020-10-15,19.140000000000001,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175062957,SA11AI_329793738,2020-10-19,19.140000000000001,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175062957,SA11AI_319224466,2020-10-07,19.080000000000002,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175062957,SA11AI_322373183,2020-10-11,19.140000000000001,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486513994,SA11AI_287997790,2020-08-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_258324653,2020-06-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_326904724,2020-10-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_320314491,2020-10-09,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_340812076,2020-10-30,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_236027491,2020-05-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_285303035,2020-08-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_277880887,2020-08-14,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_314887428,2020-10-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_333139775,2020-10-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_281910056,2020-08-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_267928847,2020-07-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506009333,SA11AI_228643132,2020-04-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506030646,SA11AI_319092720,2020-10-07,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506030646,SA11AI_276617213,2020-08-12,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537055748,SA11AI_332691729,2020-10-22,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537055748,SA11AI_319206491,2020-10-07,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625648,SA11AI_314302971,2020-10-01,1000,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_212982723,2020-02-25,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_214978088,2020-02-29,35,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_277997539,2020-08-14,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_285752201,2020-08-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_204399785,2020-01-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_257915223,2020-06-19,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_277494849,2020-08-13,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174625827,SA11AI_210121187,2020-02-18,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174650416,SA11AI_278135800,2020-08-14,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_345095795,2020-11-03,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_337724021,2020-10-27,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_282936256,2020-08-23,300,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_333243783,2020-10-23,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_341545447,2020-10-30,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_336977846,2020-10-26,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174657092,SA11AI_320495803,2020-10-09,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174675984,SA11AI_285496334,2020-08-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174675984,SA11AI_285696822,2020-08-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174675984,SA11AI_282647901,2020-08-22,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174675984,SA11AI_283543025,2020-08-24,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174690940,SA11AI_328987366,2020-10-18,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174690940,SA11AI_330617936,2020-10-20,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174690940,SA11AI_214914880,2020-02-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174699641,SA11AI_321509937,2020-10-10,125,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174699641,SA11AI_343894718,2020-11-01,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174699641,SA11AI_276234541,2020-08-11,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174734525,SA11AI_251531886,2020-06-06,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_234051515,2020-05-12,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_238190865,2020-05-29,16,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_332825437,2020-10-22,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_319160704,2020-10-07,12,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_233988617,2020-05-12,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_338901031,2020-10-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_338900644,2020-10-28,12,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_230984692,2020-04-30,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_227233262,2020-04-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_283483906,2020-08-24,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_281570827,2020-08-20,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_268084890,2020-07-21,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174775171,SA11AI_281571339,2020-08-20,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174833258,SA11AI_271082325,2020-07-30,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174833258,SA11AI_238691997,2020-05-30,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174833258,SA11AI_336497529,2020-10-26,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174833258,SA11AI_264360761,2020-07-08,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174871402,SA11AI_318550680,2020-10-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174871402,SA11AI_329826423,2020-10-19,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174954964,SA11AI_278469353,2020-08-15,1000,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174971477,SA11AI_210312070,2020-02-18,27,Earmarked for BERNIE 2020 (C00696948)
LALDC174971477,SA11AI_205022774,2020-02-02,27,Earmarked for BERNIE 2020 (C00696948)
LALDC174971477,SA11AI_207983338,2020-02-11,50,Earmarked for BERNIE 2020 (C00696948)
LALDC174975651,SA11AI_316563594,2020-10-04,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175010472,SA11AI_213528324,2020-02-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455584858,SA11AI_277574798,2020-08-13,400,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455584858,SA11AI_239230126,2020-05-31,400,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455584858,SA11AI_343832818,2020-11-01,400,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC471476090,SA11AI_284700327,2020-08-27,2000,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475456715,SA11AI_273140580,2020-08-04,1050,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC505990072,SA11AI_277780974,2020-08-14,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537051934,SA11AI_225661323,2020-04-08,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548100941,SA11AI_286473053,2020-08-30,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548100941,SA11AI_340686108,2020-10-30,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548100941,SA11AI_261986528,2020-06-30,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548100941,SA11AI_270966012,2020-07-30,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548100941,SA11AI_259260518,2020-06-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548100941,SA11AI_276034769,2020-08-11,32,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551187680,SA11AI_325130592,2020-10-14,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582480083,SA11AI_286772266,2020-08-30,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548081340,SA11AI_229951734,2020-04-26,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548081340,SA11AI_343063371,2020-11-01,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548081340,SA11AI_262533063,2020-07-01,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548081340,SA11AI_276031337,2020-08-11,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548094340,SA11AI_329757647,2020-10-19,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548094340,SA11AI_270823436,2020-07-29,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548098974,SA11AI_241973765,2020-06-02,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174611322,SA11AI_259194062,2020-06-23,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_333166547,2020-10-23,75,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_326877416,2020-10-16,75,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_278446045,2020-08-15,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_340786444,2020-10-30,75,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_314857205,2020-10-02,75,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_278552621,2020-08-16,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_320343111,2020-10-09,75,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_325607850,2020-10-15,242,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174745186,SA11AI_324359138,2020-10-14,132,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174803620,SA11AI_331705589,2020-10-21,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174803620,SA11AI_262067496,2020-06-30,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_286284298,2020-08-29,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_338782296,2020-10-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_282932484,2020-08-23,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_343334587,2020-11-01,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_262043783,2020-06-30,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_257928343,2020-06-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_344720492,2020-11-02,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_342583054,2020-10-31,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_323763840,2020-10-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_319043402,2020-10-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_284960076,2020-08-27,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_262054693,2020-06-30,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_287651836,2020-08-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_266484349,2020-07-15,66,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_274619299,2020-08-08,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_324178953,2020-10-13,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_331355686,2020-10-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_282920216,2020-08-23,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_336560460,2020-10-26,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828092,SA11AI_277539517,2020-08-13,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828238,SA11AI_332709411,2020-10-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174854198,SA11AI_280950308,2020-08-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175035282,SA11AI_282028180,2020-08-21,150,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_345258974,2020-11-03,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_323544915,2020-10-13,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_330203118,2020-10-20,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_236083267,2020-05-21,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_317623591,2020-10-06,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_236083443,2020-05-21,35,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409320423,SA11AI_337286998,2020-10-27,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409336978,SA11AI_264056328,2020-07-07,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409338882,SA11AI_276915427,2020-08-12,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506000279,SA11AI_319215064,2020-10-07,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506000279,SA11AI_323701784,2020-10-13,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174661847,SA11AI_280900373,2020-08-19,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174719760,SA11AI_233923352,2020-05-12,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174756512,SA11AI_340534732,2020-10-29,75,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_337319889,2020-10-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_345230034,2020-11-03,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_317611686,2020-10-06,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_330191839,2020-10-20,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_287998407,2020-08-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_323556393,2020-10-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174761115,SA11AI_278322791,2020-08-15,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174769142,SA11AI_224903952,2020-04-04,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174769142,SA11AI_343571412,2020-11-01,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174769142,SA11AI_339348758,2020-10-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174769142,SA11AI_339349355,2020-10-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174804107,SA11AI_238156221,2020-05-29,22,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174807362,SA11AI_319368419,2020-10-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174807362,SA11AI_338367394,2020-10-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174988814,SA11AI_197972061,2020-01-03,9,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174990698,SA11AI_225695032,2020-04-08,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175052336,SA11AI_224159200,2020-04-01,10,Earmarked for BERNIE 2020 (C00696948)
LALDC175052336,SA11AI_213121189,2020-02-26,10,Earmarked for BERNIE 2020 (C00696948)
LALDC175052336,SA11AI_225583816,2020-04-08,10,Earmarked for BERNIE 2020 (C00696948)
LALDC175052336,SA11AI_214055894,2020-02-28,27,Earmarked for BERNIE 2020 (C00696948)
LALDC175052336,SA11AI_213120746,2020-02-26,50,Earmarked for BERNIE 2020 (C00696948)
LALDC175059688,SA11AI_319188477,2020-10-07,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409312038,SA11AI_340898715,2020-10-30,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409312038,SA11AI_277026065,2020-08-12,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409312038,SA11AI_329438760,2020-10-19,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409325583,SA11AI_335283720,2020-10-25,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440795417,SA11AI_287009075,2020-08-30,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC440800583,SA11AI_277482417,2020-08-13,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_227017338,2020-04-14,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_242138045,2020-06-02,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_233907745,2020-05-12,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_285191541,2020-08-28,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_232142141,2020-05-05,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_237085994,2020-05-26,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_228628601,2020-04-21,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_235540512,2020-05-19,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_230290146,2020-04-28,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_227017423,2020-04-14,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455578792,SA11AI_227017488,2020-04-14,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455579015,SA11AI_256789382,2020-06-16,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475460439,SA11AI_212900941,2020-02-25,2.7000000000000002,Earmarked for BERNIE 2020 (C00696948)
LALDC475460439,SA11AI_213228937,2020-02-26,2.7000000000000002,Earmarked for BERNIE 2020 (C00696948)
LALDC505999153,SA11AI_279218861,2020-08-16,19.130000000000003,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537039046,SA11AI_227148513,2020-04-15,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537053009,SA11AI_319101194,2020-10-07,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582479754,SA11AI_226863706,2020-04-14,200,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582479754,SA11AI_276035661,2020-08-11,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC582479754,SA11AI_225951796,2020-04-09,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_213463366,2020-02-27,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_227364815,2020-04-16,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_237649725,2020-05-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_225842293,2020-04-09,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_230951697,2020-04-30,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_229086457,2020-04-23,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_210961894,2020-02-20,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_236062170,2020-05-21,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_224360387,2020-04-02,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_206124064,2020-02-06,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_234389912,2020-05-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_232705956,2020-05-07,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174627867,SA11AI_208721465,2020-02-13,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638401,SA11AI_227444936,2020-04-16,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638401,SA11AI_285203582,2020-08-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174675024,SA11AI_328962670,2020-10-18,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174683282,SA11AI_275425714,2020-08-10,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174683282,SA11AI_234935604,2020-05-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174683282,SA11AI_286132868,2020-08-29,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174683872,SA11AI_286034986,2020-08-29,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174683872,SA11AI_234553249,2020-05-14,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174683872,SA11AI_234445937,2020-05-14,7,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174717275,SA11AI_225972838,2020-04-09,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174717275,SA11AI_236423140,2020-05-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_235422778,2020-05-18,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_282123740,2020-08-21,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_234663636,2020-05-15,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_333574551,2020-10-23,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_233342616,2020-05-09,2.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_317429432,2020-10-05,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_235867069,2020-05-20,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_238303342,2020-05-29,2.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_266470704,2020-07-15,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_247539435,2020-06-03,2.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_247065251,2020-06-03,2.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_284946563,2020-08-27,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_344933544,2020-11-02,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_340144701,2020-10-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_259160484,2020-06-23,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_259608859,2020-06-24,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_284490398,2020-08-26,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_277487748,2020-08-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_277290765,2020-08-13,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_236409316,2020-05-22,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_263081458,2020-07-03,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_237808400,2020-05-28,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_337447968,2020-10-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_336443651,2020-10-26,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_339442897,2020-10-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_238466003,2020-05-30,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_225031775,2020-04-05,11,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_265993002,2020-07-14,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_266975380,2020-07-17,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_261439377,2020-06-29,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_319788008,2020-10-08,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_226404693,2020-04-11,11,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174735381,SA11AI_212722337,2020-02-25,9,Earmarked for BIDEN FOR PRESIDENT (C00703975)
